,created_at,text,screen_name,location
483,19-09-2021 06:53,b'2.0 Mega #TN #COVID19Vaccination camps at @TrichyCorp &amp;in #Trichy District @Collector_Try in 623 places on 19.09 21\xe2\x80\xa6 https://t.co/25dPXOe0xf',b'drmaaleem',"b'Trichy,Tamil Nadu India'"
484,19-09-2021 06:52,b'2.0 Mega #TN #COVID19Vaccination camps at @TrichyCorp &amp;in #Trichy District @Collector_Try in 623 places on 19.09 21\xe2\x80\xa6 https://t.co/m6Wr4drBh0',b'drmaaleem',"b'Trichy,Tamil Nadu India'"
485,19-09-2021 06:51,"b'Every website says that Oxford/AstraZeneca is approved in 121 countries and UK is one of them. Fun fact, Covishield\xe2\x80\xa6 https://t.co/5ELgXG2QUI'",b'suhaschatkara',"b'mumbai,india'"
486,19-09-2021 06:49,b'Pincode: 560064\nCOVISHIELD - Dose 2: 20 slots\n\nAge: 18 and above  (All Ages)\nDate: 25 Sep 2021\nFees: \xe2\x82\xb9780\nIQURE HEA\xe2\x80\xa6 https://t.co/s4jEXhsDaL',b'cowinblore1844',"b'Bengaluru, India'"
487,19-09-2021 06:49,b'Pincode: 560064\nCOVISHIELD - Dose 1: 20 slots\n\nAge: 18 and above  (All Ages)\nDate: 25 Sep 2021\nFees: \xe2\x82\xb9780\nIQURE HEA\xe2\x80\xa6 https://t.co/HzI8RA9cLA',b'cowinblore1844',"b'Bengaluru, India'"
488,19-09-2021 06:48,b'Pincode: 560064\nCOVISHIELD - Dose 2: 20 slots\n\nAge: 18 and above  (All Ages)\nDate: 24 Sep 2021\nFees: \xe2\x82\xb9780\nIQURE HEA\xe2\x80\xa6 https://t.co/Tq6yHPYTMN',b'cowinblore1844',"b'Bengaluru, India'"
489,19-09-2021 06:48,b'Pincode: 560064\nCOVISHIELD - Dose 1: 20 slots\n\nAge: 18 and above  (All Ages)\nDate: 24 Sep 2021\nFees: \xe2\x82\xb9780\nIQURE HEA\xe2\x80\xa6 https://t.co/XoKco9NkA9',b'cowinblore1844',"b'Bengaluru, India'"
490,19-09-2021 06:48,b'Pincode: 560011\nSPUTNIK V - Dose 2: 100 slots\n\nAge: 18 and above  (All Ages)\nDate: 19 Sep 2021\nFees: \xe2\x82\xb91145\nUNITED H\xe2\x80\xa6 https://t.co/YM5Jb0KwRC',b'cowinblore1844',"b'Bengaluru, India'"
491,19-09-2021 06:48,b'Pincode: 560011\nSPUTNIK V - Dose 1: 100 slots\n\nAge: 18 and above  (All Ages)\nDate: 19 Sep 2021\nFees: \xe2\x82\xb91145\nUNITED H\xe2\x80\xa6 https://t.co/58hELlfp2z',b'cowinblore1844',"b'Bengaluru, India'"
492,19-09-2021 06:48,"b'As many as 15,59,895 tests were conducted on Saturday taking the total cumulative tests conducted so far for detect\xe2\x80\xa6 https://t.co/QyVupXnNhQ'",b'firstpost',"b'Mumbai, India'"
493,19-09-2021 06:43,b'We need to protect the unprotected. Misinformation is a huge barrier to the uptake of #COVID19 vaccine. #VaxNow bri\xe2\x80\xa6 https://t.co/sjDaiIYS9Q',b'Cracking_Codes',"b'Hyderabad, India'"
494,19-09-2021 06:39,b'After cancer surgery fighting with #COVID19',b'thakurhpkangra',"b'Kangra, India'"
495,19-09-2021 06:37,"b'On May 4, 2020 - when liquor shops opened in #Mumbai for the first time since the nationwide #lockdown was announce\xe2\x80\xa6 https://t.co/wobRu70CjG'",b'gautamdoshi11',"b'Mumbai, India'"
496,19-09-2021 06:36,b'Half of #India (40%) is not yet eligible for #vaccines. Many are paying for the jabs. Less than 30% have received t\xe2\x80\xa6 https://t.co/FzFJOJCGLM',b'NH_India',"b'New Delhi, India'"
497,19-09-2021 06:36,"b'#CoronavirusUpdate : India reports 30,773 new #Covid19 cases in last 24 hours\n\n#Covid19India #CoronavirusIndia\xe2\x80\xa6 https://t.co/Rc9UzpfKgR'",b'ptcnews',"b'Mohali, India'"
498,19-09-2021 06:35,b'Revelation 18.23 \n\n\xe2\x80\x9cfor thy merchants were the great men of the earth; for by thy sorceries were all nations deceiv\xe2\x80\xa6 https://t.co/Vhwhous45Q',b'DevdanChaudhuri',"b'Kolkata, India.'"
499,19-09-2021 06:35,"b'Filly vaccinated against Covid-19 without selfie. Now wondering, Without selfie whether it will work or not? #covid19 #vaccinated'",b'iam5udheer',"b'Pune, India'"
500,19-09-2021 06:30,"b'As the demand for temporary staff surges 35% compared to last year, @Flipkart &amp; @amazonIN are expected to hire more\xe2\x80\xa6 https://t.co/8HZSRNdCMV'",b'GrantThorntonIN',"b'Delhi, India'"
501,19-09-2021 06:28,"b'#India reports 30,773 new #COVID19 cases, 38,945 recoveries &amp; 309 deaths in the last 24 hours, as per\xe2\x80\xa6 https://t.co/8v8VUtXZm0'",b'MBCTVODISHA',"b'Bhubaneshwar, India'"
502,19-09-2021 06:25,b'Dumb Runts \n\nCovid-stricken Irishman \xe2\x80\x98RESCUED\xe2\x80\x99 from hospital by #antivaxxers ....then readmitted and \xe2\x80\x98put on ventil\xe2\x80\xa6 https://t.co/8NIQWwZzYv',b'CryoPerSea',"b'Mumbai, India'"
503,19-09-2021 06:24,"b'India reports 30,773 new #COVID19 cases, 38,945 recoveries &amp; 309 deaths in the last 24 hours, as per Union Health M\xe2\x80\xa6 https://t.co/ne1uShFWqR'",b'thefirstindia',"b'Jaipur, India'"
504,19-09-2021 06:23,b'Pincode: 560062\nCOVISHIELD - Dose 2: 500 slots\n\nAge: 18  - 44 \nDate: 22 Sep 2021\nFees: \xe2\x82\xb9780\nSHANKAR SPECIALTY HOSPI\xe2\x80\xa6 https://t.co/LqvKZD57jv',b'cowinblore1844',"b'Bengaluru, India'"
505,19-09-2021 06:23,b'Pincode: 560062\nCOVISHIELD - Dose 1: 500 slots\n\nAge: 18  - 44 \nDate: 22 Sep 2021\nFees: \xe2\x82\xb9780\nSHANKAR SPECIALTY HOSPI\xe2\x80\xa6 https://t.co/6lY4dD91vn',b'cowinblore1844',"b'Bengaluru, India'"
506,19-09-2021 06:23,b'#India Check COVID-19 / Government / Private hospitals list\n\nhttps://t.co/bwsOZWnCgY \n\n#hospital #HospitalPlaylist\xe2\x80\xa6 https://t.co/4UNRutuG5D',b'school_finds',b'India'
507,19-09-2021 06:23,b'Pincode: 560062\nCOVISHIELD - Dose 2: 500 slots\n\nAge: 18  - 44 \nDate: 21 Sep 2021\nFees: \xe2\x82\xb9780\nSHANKAR SPECIALTY HOSPI\xe2\x80\xa6 https://t.co/OMK3CKfaDX',b'cowinblore1844',"b'Bengaluru, India'"
508,19-09-2021 06:23,b'Pincode: 560062\nCOVISHIELD - Dose 1: 500 slots\n\nAge: 18  - 44 \nDate: 21 Sep 2021\nFees: \xe2\x82\xb9780\nSHANKAR SPECIALTY HOSPI\xe2\x80\xa6 https://t.co/oS2UzA7Y5S',b'cowinblore1844',"b'Bengaluru, India'"
509,19-09-2021 06:23,b'Pincode: 560062\nCOVISHIELD - Dose 2: 500 slots\n\nAge: 18  - 44 \nDate: 20 Sep 2021\nFees: \xe2\x82\xb9780\nSHANKAR SPECIALTY HOSPI\xe2\x80\xa6 https://t.co/nm6MjsTsSv',b'cowinblore1844',"b'Bengaluru, India'"
510,19-09-2021 06:23,b'Pincode: 560062\nCOVISHIELD - Dose 1: 500 slots\n\nAge: 18  - 44 \nDate: 20 Sep 2021\nFees: \xe2\x82\xb9780\nSHANKAR SPECIALTY HOSPI\xe2\x80\xa6 https://t.co/4SRKKBcU4t',b'cowinblore1844',"b'Bengaluru, India'"
511,19-09-2021 06:23,b'Pincode: 560011\nSPUTNIK V - Dose 1: 100 slots\n\nAge: 18  - 44 \nDate: 19 Sep 2021\nFees: \xe2\x82\xb91145\nUNITED HOSPITAL- JAYANA\xe2\x80\xa6 https://t.co/wHWD2uP9cY',b'cowinblore1844',"b'Bengaluru, India'"
512,19-09-2021 06:22,b'Our second article in the Pioneer daily. Congratulations to my dear student Khushi agrawal...#COVID19\n#lifestyle\xe2\x80\xa6 https://t.co/4KhtKSlkry',b'Prafull63932263',"b'Bhubaneshwar, India'"
513,19-09-2021 06:20,"b'In just 12 weeks under our new Union Health Minister Sri @mansukhmandviya, India has administered more than 43 CROR\xe2\x80\xa6 https://t.co/HUeq1bNM8n'",b'CTRavi_BJP',"b'Chikkamagaluru, India'"
514,19-09-2021 06:20,"b'Following the new order by the Ministry of Civil Aviation, the domestic airlines can now operate at 85% of their pr\xe2\x80\xa6 https://t.co/vkLzgo1Co8'",b'briflynews',b'India'
515,19-09-2021 06:18,"b""India's cumulative #COVID19 vaccination coverage crosses the landmark of 80 crore\n\nMore than 85 Lakh doses administ\xe2\x80\xa6 https://t.co/erjQKJhzMj""",b'PIBChandigarh',"b'Chandigarh, India'"
516,19-09-2021 06:18,b'Update on #COVID19 vaccine availability \n\n\xf0\x9f\x94\xb9More than 78.58 crore vaccine doses provided to States/UTs\n\n\xf0\x9f\x94\xb9More than 5\xe2\x80\xa6 https://t.co/JtlcaK3xUz',b'PIBChandigarh',"b'Chandigarh, India'"
517,19-09-2021 06:17,"b'COVID-19 LIVE Updates | India Reports 30,773 Fresh Cases, 309 Deaths In Last 24 Hours\n\n#CoronavirusUpdates #COVID19\xe2\x80\xa6 https://t.co/USv0lWaTlq'",b'NewsMobileIndia',b'India'
518,19-09-2021 06:16,"b'Update on #COVID19\n\n\xf0\x9f\x94\xb930,773 new cases, 38,945 recoveries in the last 24 hours\n\n\xf0\x9f\x94\xb9Recovery rate is currently at 97.68\xe2\x80\xa6 https://t.co/O6GuysBWi5'",b'PIBChandigarh',"b'Chandigarh, India'"
519,19-09-2021 06:15,b'@SetuAarogya Can you please help me with this? \n\n#CoWIN #COVID19 https://t.co/pmYgwCG0p2',b'SuneethaNagesh1',"b'Hyderabad, India'"
520,19-09-2021 06:15,"b'30,773 New Cases reported in the last 24 hours\n#coronavirus #COVID19 #CovidVaccine #TenNewsLive #TenNewsIndia\n\nRead\xe2\x80\xa6 https://t.co/EuJO8emhi9'",b'TenNewsDotIn',"b'New Delhi, India'"
521,19-09-2021 06:08,"b'#CoronavirusUpdate | India Reports 30,773 New Cases, 309 Deaths In Last 24 Hours \n\n#CoronavirusUpdates #COVID19\xe2\x80\xa6 https://t.co/rS5sX0tVh4'",b'NewsMobileIndia',b'India'
522,19-09-2021 06:06,b'Latest order of Govt of India enhancing the operational capacity of domestic airlines to  85 percent of  schedule.\xe2\x80\xa6 https://t.co/yUpphUTDiJ',b'aaitutairport',"b'Tamil Nadu, India'"
523,19-09-2021 06:03,b'TNT | STATES | COVID-19 Status\n\n#tntthenortheasttoday #Northeast #Meghalaya #Assam #Tripura #arunachalpradesh\xe2\x80\xa6 https://t.co/k9Fa5fJYI1',b'Tnt_Bulletin',"b'Shillong, India'"
524,19-09-2021 06:02,"b""@RahulGandhi @INCIndia Be grateful that UPA wasn't ruling the country during #COVID19""",b'Pinku40',"b'New Delhi, India,'"
525,19-09-2021 06:01,"b'Only #COVID19 is not the concern,what we eat in our day to day life is also the concern for our health. What you th\xe2\x80\xa6 https://t.co/Iq1nYiKAQ8'",b'Indfoodcampaign',"b'Varanasi, India  '"
526,19-09-2021 06:01,"b'The #Covid19 crisis is now a garbage crisis, too.  https://t.co/vvRQxcSGt1'",b'kumarmanish9',b'India'
527,19-09-2021 06:00,"b'#Worldleaders return to #UN with focus on #COVID19 #pandemic, #climatechange\n\nhttps://t.co/YOaKoEdrOJ'",b'business_today',b'India'
528,19-09-2021 06:00,"b'Parks, swimming pools and dams in #Tiruvannamalai will remain closed till September 26 owing to rising #COVID19 cas\xe2\x80\xa6 https://t.co/0DBJm84i0Z'",b'THChennai',"b'Chennai, India'"
529,19-09-2021 06:00,b'#MallHopping: Puja shopping frenzy tempered by stricter COVID protocols in Kolkata \n\n#malls #Kolkata #covid19\xe2\x80\xa6 https://t.co/I3i77IJZU2',b'Calcutta_Times',"b'Kolkata, India'"
530,19-09-2021 05:56,"b'India reported 30,773 new cases, 38,944 recoveries and 309 deaths in the last 24 hours.\n\nRead all #Covid19 updates:\xe2\x80\xa6 https://t.co/lKGrD2pPY7'",b'BloombergQuint',"b'Mumbai, India'"
531,19-09-2021 05:51,"b""India's cumulative #COVID19 vaccination coverage crosses the landmark of 80 crore\n\nMore than 85 Lakh doses administ\xe2\x80\xa6 https://t.co/CeuRsPxtWF""",b'pibvijayawada',"b'Vijayawada, India'"
532,19-09-2021 05:51,"b'#hyderabad #dengue\n\nHanumantha Rao\n2 units O-ve #platelets NEEDED\nCare Hospital, Nampally\n7901175420\n@swachhhyd\xe2\x80\xa6 https://t.co/qqd7VxIlYB'",b'hbdsofficial',"b'Hyderabad, India'"
533,19-09-2021 05:49,"b'#Emergency - 8 months baby\n\nGagan\n2 units AB+ve #platelets NEEDED\nRainbow Hospital, Nizampet\n6309281916\xe2\x80\xa6 https://t.co/vlfxOESwTR'",b'hbdsofficial',"b'Hyderabad, India'"
534,19-09-2021 05:48,b'Pincode: 560064\nCOVISHIELD - Dose 2: 50 slots\n\nAge: 18 and above  (All Ages)\nDate: 20 Sep 2021\nFees: \xe2\x82\xb9780\nNAVACHETH\xe2\x80\xa6 https://t.co/L4YYqWDcGN',b'cowinblore1844',"b'Bengaluru, India'"
535,19-09-2021 05:48,b'Pincode: 560064\nCOVISHIELD - Dose 1: 30 slots\n\nAge: 18 and above  (All Ages)\nDate: 20 Sep 2021\nFees: \xe2\x82\xb9780\nNAVACHETH\xe2\x80\xa6 https://t.co/pJmm89zgqf',b'cowinblore1844',"b'Bengaluru, India'"
536,19-09-2021 05:48,b'Pincode: 560072\nCOVISHIELD - Dose 2: 100 slots\n\nAge: 18 and above  (All Ages)\nDate: 19 Sep 2021\nFees: \xe2\x82\xb9780\nESSENTIA\xe2\x80\xa6 https://t.co/tWOOxSXTA4',b'cowinblore1844',"b'Bengaluru, India'"
537,19-09-2021 05:47,b'Pincode: 560072\nCOVISHIELD - Dose 1: 100 slots\n\nAge: 18 and above  (All Ages)\nDate: 19 Sep 2021\nFees: \xe2\x82\xb9780\nESSENTIA\xe2\x80\xa6 https://t.co/tKz2FBzIFI',b'cowinblore1844',"b'Bengaluru, India'"
538,19-09-2021 05:47,"b'No Room For Complacency In Covid Management: Centre Asks States, UTs To Strengthen Health Infra @MoHFW_INDIA\xe2\x80\xa6 https://t.co/pRsV7e8lX6'",b'HealthwireMedia',"b'New Delhi, India'"
539,19-09-2021 05:47,"b'#hyderabad #surgery\n\nSrinivas\n3 units AB+ve #blood NEEDED\nApollo Hospital, Jubileehills\n9505643333\n@swachhhyd\xe2\x80\xa6 https://t.co/gPXACimMFg'",b'hbdsofficial',"b'Hyderabad, India'"
540,19-09-2021 05:45,b'March 2nd was the First confirmed #COVID19  case #India https://t.co/LExKzo3MJC',b'h4hulk',b'India'
541,19-09-2021 05:43,"b'Follow all #COVID19 appropriate behaviour everywhere, every time.  \nAlso get yourself vaccinated at the earliest.\xe2\x80\xa6 https://t.co/knLNfUcCxO'",b'dprohyd',"b'Hyderabad, India'"
542,19-09-2021 05:35,b'Contribution of #Kerala to India #COVID19 numbers \xf0\x9f\x91\x87 \n\nThe state is planning to re-open the schools from 01-Nov. My\xe2\x80\xa6 https://t.co/vBV9xm9nuU',b'outbreak_india',b'Malaysia | India'
543,19-09-2021 05:35,"b'The global #gold #mining market expected to grow to $249.6 billion by 2026, at CAGR of 3.1% according to\xe2\x80\xa6 https://t.co/ulHCgSUDaZ'",b'josam',b'INDIA'
544,19-09-2021 05:33,b'Pincode: 560098\nCOVISHIELD - Dose 2: 50 slots\n\nAge: 18 and above  (All Ages)\nDate: 20 Sep 2021\nFees: \xe2\x82\xb9780\nARTYEM HO\xe2\x80\xa6 https://t.co/mSBPK6ZNtZ',b'cowinblore1844',"b'Bengaluru, India'"
545,19-09-2021 05:32,b'Pincode: 560098\nCOVISHIELD - Dose 1: 50 slots\n\nAge: 18 and above  (All Ages)\nDate: 20 Sep 2021\nFees: \xe2\x82\xb9780\nARTYEM HO\xe2\x80\xa6 https://t.co/594ZxffMw5',b'cowinblore1844',"b'Bengaluru, India'"
546,19-09-2021 05:32,b'Pincode: 560073\nCOVAXIN - Dose 2: 100 slots\n\nAge: 18 and above  (All Ages)\nDate: 19 Sep 2021\nFees: \xe2\x82\xb91410\nPRAKRIYA H\xe2\x80\xa6 https://t.co/U9D1jEWvJx',b'cowinblore1844',"b'Bengaluru, India'"
547,19-09-2021 05:32,b'Pincode: 560073\nCOVAXIN - Dose 1: 100 slots\n\nAge: 18 and above  (All Ages)\nDate: 19 Sep 2021\nFees: \xe2\x82\xb91410\nPRAKRIYA H\xe2\x80\xa6 https://t.co/NKgg1eUeO3',b'cowinblore1844',"b'Bengaluru, India'"
548,19-09-2021 05:30,"b""Hear Balki and @arunrac's tale on how they brought a team together to build a simple yet powerful application for e\xe2\x80\xa6 https://t.co/vCUxyUjYX8""",b'saplabsindia',"b'Bengaluru, India'"
549,19-09-2021 05:30,b'\xe2\x80\x98Fuel prices will not be under GST ambit\xe2\x80\x99: Ajit Pawar\n.\n#BMCElections #bmc #BMCElection2022 #MaharashtraCivicpolls\xe2\x80\xa6 https://t.co/TRN1oRb4sq',b'electionstation',b'India'
550,19-09-2021 05:30,"b'Fresh #COVID19 infections dropped marginally for the second day in a row, with #TamilNadu logging 1,653 cases, taki\xe2\x80\xa6 https://t.co/D4ApJm9Xqa'",b'THChennai',"b'Chennai, India'"
551,19-09-2021 05:27,"b'Day 598 \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 #COVID19 update as per @MoHFW_INDIA \n \nActive Cases: 3,32,158 \xf0\x9f\x94\xbd 8,481\n\nR-Rate: 97.68%\xf0\x9f\x94\xbc\nF-Rate:  1.33% \xe2\x86\x94\xef\xb8\x8f\xe2\x80\xa6 https://t.co/MNoepOgSkx'",b'outbreak_india',b'Malaysia | India'
552,19-09-2021 05:27,b'The #COVID19 pandemic has increased misery of women tea-pluckers in the 800 odd tea gardens in #Assam.\xe2\x80\xa6 https://t.co/vt4Vl6hOkN',b'GaonConnectionE',"b'Lucknow, India'"
553,19-09-2021 05:24,b'#AndhraPradesh: Night Curfew Extended Till September 30th\n#NightCurfew #COVID19  #APFightsCorona #coronavirus \nhttps://t.co/zTu6IjbR1g',b'SakshiPost',"b'Hyderabad, India'"
554,19-09-2021 05:24,"b'India reports 30,773 new #COVID19 cases on Saturday as compared to 35,662 fresh infections reported on Friday. Abou\xe2\x80\xa6 https://t.co/SO0ZmJZqAC'",b'Nikunj_Ohri',"b'New Delhi, India'"
555,19-09-2021 05:20,b'About 17 lakh doses of #COVID19 vaccines will be available for #TamilNadu\xe2\x80\x99s second mega vaccination camp to be held\xe2\x80\xa6 https://t.co/OikwEMjf5p',b'THChennai',"b'Chennai, India'"
556,19-09-2021 05:19,b'Classroom teaching for UG students in Odisha to start from Sept 20\n\n#Odisha #OdishaNews #Covid19 #OdishaGovernment\xe2\x80\xa6 https://t.co/9xc7Vnqaz1',b'DinalipiOnline',"b'Bhubaneshwar, India'"
557,19-09-2021 05:18,"b'#FreakingNews: The security alert #NewZealandCricket got said, ""#Pakistan\'s terrorists are on work from home mode d\xe2\x80\xa6 https://t.co/QTIjABLxRW'",b'govindraj70',"b'Kochi, Kerala, India'"
558,19-09-2021 05:14,"b'India reports 30,773 new COVID-19 cases, 309 deaths in last 24 hours\n\n#COVID19 https://t.co/QsHujVw3PP'",b'OfficialAiNews',"b'New Delhi, India'"
559,19-09-2021 05:13,"b'Let\xe2\x80\x99s not forget, #COVID19 is not over yet. Wherever you are, make sure you take necessary precautions to stay safe\xe2\x80\xa6 https://t.co/UbAqGpMh0I'",b'dprohyd',"b'Hyderabad, India'"
560,19-09-2021 05:13,"b'India reports 30,773 new COVID-19 cases, 309 deaths in last 24 hours\n\nRead @ANI Story | https://t.co/fCCwhoSwyi\xe2\x80\xa6 https://t.co/wsIIQc8IBl'",b'ani_digital',b'India'
561,19-09-2021 05:11,"b'IPL 2021: Fans Below 16 Not Allowed Entry At Sharjah Stadium, PCR COVID-19 Report Not Needed In Dubai\n\n#IPL2O21\xe2\x80\xa6 https://t.co/bOmEU6tdSD'",b'NewsMobileIndia',b'India'
562,19-09-2021 05:10,b'Funny\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\n#amazing #AlluArjun #Prabhas  #Trending #imgxnct #MEMES #quotes #YouTube #YouTuber #LOL #PS5 #Viral #VIDEO\xe2\x80\xa6 https://t.co/TYs0DhK8cD',b'Deepu10001',"b'Karimnagar, India'"
563,19-09-2021 05:09,"b'TTBS offered a flexible solution for worry-free research and production, with last-mile connectivity. Enable your b\xe2\x80\xa6 https://t.co/InAxQn6fsE'",b'TataTeleBiz',b'India'
564,19-09-2021 05:09,"b""Under the guidance of PM @narendramodi, India is making rapid progress in the World's #LargestVaccineDrive.\n\n\xe2\x9c\x93 80 c\xe2\x80\xa6 https://t.co/Uc3Dc38Oty""",b'CTRavi_BJP',"b'Chikkamagaluru, India'"
565,19-09-2021 05:05,"b'A total of 55,23,40,168 samples were tested for #COVID19 up to 18th September 2021. Of this, 15,59,895 samples were\xe2\x80\xa6 https://t.co/DnvzR3AZNi'",b'thefirstindia',"b'Jaipur, India'"
566,19-09-2021 05:04,"b'Situation of #COVID19 in the #US is getting precarious as over 2,000 deaths per day are taking place due to the vir\xe2\x80\xa6 https://t.co/oem2PO0UJJ'",b'gauaggbjp',"b'New Delhi, India'"
567,19-09-2021 04:55,"b'India reports 30,773 new #COVID19 cases, 38,945 recoveries &amp; 309 deaths in the last 24 hours, as per Union Health M\xe2\x80\xa6 https://t.co/AXG2Jl3C7r'",b'jkchanneltv',"b'Jammu, India'"
568,19-09-2021 04:54,"b'A reduction of 8,481 cases has been recorded in the active COVID-19 caseload in a span of 24 hours\n\n#COVID19\xe2\x80\xa6 https://t.co/2V5rgP6CRZ'",b'TheAsianAgeNews',b'India'
569,19-09-2021 04:54,"b'A reduction of 8,481 cases has been recorded in the active COVID-19 caseload in a span of 24 hours\n\n#COVID19\xe2\x80\xa6 https://t.co/54hMIkWpKx'",b'DeccanChronicle',"b'Hyderabad, India'"
570,19-09-2021 04:53,"b'India reports 30,773 new #COVID19 cases, 38,945 recoveries &amp; 309 deaths in the last 24 hours, as per Union Health M\xe2\x80\xa6 https://t.co/SGGQpAY488'",b'jkmediasocial',"b'Jammu, Jammu And Kashmir,India'"
571,19-09-2021 04:53,"b'""The first step to success is confidence.#motivation #sundayvibes #SundayThoughts #ADA #aespa #Airdrop\xe2\x80\xa6 https://t.co/MU0x7schAz'",b'rajesh86788418',b'INDIA'
572,19-09-2021 04:48,b'Kerala to impose special intensified stringent lockdown restrictions | Indiablooms - First Portal on Digital News M\xe2\x80\xa6 https://t.co/pIdR7IS8f6',b'indiablooms',b'India'
573,19-09-2021 04:48,b'#COVID19 update of Malkangiri District.\nNo positive cases detected as on 18.09.2021 in the District. Requesting all\xe2\x80\xa6 https://t.co/X2ffrrVlQJ',b'dm_malkangiri',"b'Malkangiri, India'"
574,19-09-2021 04:48,"b'Things are getting tense in Paris, France at the protest against the domestic vaccine pass. \n\n#France\xf0\x9f\x87\xab\xf0\x9f\x87\xb7 #WWD\xe2\x80\xa6 https://t.co/YZc5VPhYCH'",b'Bhabanisankar02',"b'Orissa, India'"
575,19-09-2021 04:47,b'Play your part in nation \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 fight against #COVID19 and take all the necessary precautions to stay safe &amp; protected.\xe2\x80\xa6 https://t.co/4UokfLSbQt',b'PRODefNgp',"b'Nagpur, India'"
576,19-09-2021 04:46,b'#IndiaFightsCorona:\n\n\xe2\x98\x91\xef\xb8\x8f Cleanliness\n\xe2\x98\x91\xef\xb8\x8f Vaccination\n\xe2\x98\x91\xef\xb8\x8f Strictness\nWill help you win the fight against #COVID19\xe2\x80\xa6 https://t.co/zfQ18ejo1J',b'ROBgujarat',"b'Ahmadabad City, India'"
577,19-09-2021 04:42,b'@republic Fucking Awesome. The world and humanity will be indebted to @RCBTweets after this act as #COVID19 will extinct',b'AwakenCitizen2',"b'Ayodhya, India'"
578,19-09-2021 04:42,b'Protest against the domestic vaccine pass in Spain.\n\n#France\xf0\x9f\x87\xab\xf0\x9f\x87\xb7 #WWD #Libert\xc3\xa9 #VaccinePassports #Spain\xf0\x9f\x87\xaa\xf0\x9f\x87\xb8\xe2\x80\xa6 https://t.co/qRxIOMZ6BA',b'Bhabanisankar02',"b'Orissa, India'"
579,19-09-2021 04:38,b'@McKinsey report on herd immunity focused only on vax but missing out important factor of millions who develop anti\xe2\x80\xa6 https://t.co/Nj5ia7nsXo',b'DrAhlawat1',"b'New Delhi, India'"
580,19-09-2021 04:34,b'Dedication towards health and fight against #COVID19. https://t.co/5RtoqTlONv',b'BuchHitakshi',"b'Ahmadabad City, India'"
581,19-09-2021 04:33,b'Char Dham Yatra To Starts From Today\nDetails here - https://t.co/yorvd9P4ig\n.\n#CharDhamYatra #COVID19 #RTPCRTest\xe2\x80\xa6 https://t.co/KeU03mDW9F',b'laesperanzatrvl',"b'Gurgaon, India'"
582,19-09-2021 04:32,b'Pincode: 560034\nCOVISHIELD - Dose 2: 100 slots\n\nAge: 18 and above  (All Ages)\nDate: 23 Sep 2021\nFees: \xe2\x82\xb9780\nMARVELL\xe2\x80\xa6 https://t.co/lM4u4e8bFL',b'cowinblore1844',"b'Bengaluru, India'"
583,19-09-2021 04:32,b'Pincode: 560034\nCOVISHIELD - Dose 1: 100 slots\n\nAge: 18 and above  (All Ages)\nDate: 23 Sep 2021\nFees: \xe2\x82\xb9780\nMARVELL\xe2\x80\xa6 https://t.co/bzkW7bhXSE',b'cowinblore1844',"b'Bengaluru, India'"
584,19-09-2021 04:32,b'Pincode: 560034\nCOVISHIELD - Dose 2: 100 slots\n\nAge: 18 and above  (All Ages)\nDate: 22 Sep 2021\nFees: \xe2\x82\xb9780\nMARVELL\xe2\x80\xa6 https://t.co/euewCwxGJj',b'cowinblore1844',"b'Bengaluru, India'"
585,19-09-2021 04:32,b'Pincode: 560034\nCOVISHIELD - Dose 1: 100 slots\n\nAge: 18 and above  (All Ages)\nDate: 22 Sep 2021\nFees: \xe2\x82\xb9780\nMARVELL\xe2\x80\xa6 https://t.co/7LevcnWiYF',b'cowinblore1844',"b'Bengaluru, India'"
586,19-09-2021 04:32,b'Pincode: 560034\nCOVISHIELD - Dose 2: 100 slots\n\nAge: 18 and above  (All Ages)\nDate: 21 Sep 2021\nFees: \xe2\x82\xb9780\nMARVELL\xe2\x80\xa6 https://t.co/pXoI90HmiP',b'cowinblore1844',"b'Bengaluru, India'"
587,19-09-2021 04:32,b'Pincode: 560034\nCOVISHIELD - Dose 1: 100 slots\n\nAge: 18 and above  (All Ages)\nDate: 21 Sep 2021\nFees: \xe2\x82\xb9780\nMARVELL\xe2\x80\xa6 https://t.co/V5Yh6jTrXh',b'cowinblore1844',"b'Bengaluru, India'"
588,19-09-2021 04:32,b'Pincode: 560034\nCOVISHIELD - Dose 2: 100 slots\n\nAge: 18 and above  (All Ages)\nDate: 20 Sep 2021\nFees: \xe2\x82\xb9780\nMARVELL\xe2\x80\xa6 https://t.co/B1qf1I7XNA',b'cowinblore1844',"b'Bengaluru, India'"
589,19-09-2021 04:32,b'Pincode: 560034\nCOVISHIELD - Dose 1: 100 slots\n\nAge: 18 and above  (All Ages)\nDate: 20 Sep 2021\nFees: \xe2\x82\xb9780\nMARVELL\xe2\x80\xa6 https://t.co/XoVgcImLkF',b'cowinblore1844',"b'Bengaluru, India'"
590,19-09-2021 04:31,"b'- #India records 30,773 new #COVID19 cases, 309 deaths in 24 hours'",b'PreetiNegi_',"b'New delhi , India.'"
