,text,polarity,sentiment
596,active covid cases country decline n unionhealthministry n covid,-0.13333333333333333,negative
597,coronaupdatesinindia n september mohfw n n total covid cases n new cases hrs c f f n d,0.06818181818181818,positive
598,new covid cases deaths reported last hours india kerala recorded covid ca,0.06818181818181818,positive
599,india reports new covid cases recoveries deaths last hours n covid,0.06818181818181818,positive
600,covid f e f update n ntotal n ncases nactive nrecoveries n f ntes,0.0,neutral
601,covid world f c echart n nworld f c dtotal ncases ndeath f n f nation n n f d f f,0.0,neutral
602,minors among new covid cases odisha n n latestnews covid odisha,0.13636363636363635,positive
603,india reports new covid cases recoveries amp deaths last hours per union health m,0.06818181818181818,positive
604,f india reports new covid cases recoveries amp deaths last hours per india,0.06818181818181818,positive
605,covid india update single day testing lakh total number vaccination increase lk,-0.03571428571428571,negative
606,india reports new covid cases recoveries amp deaths last hours per union health m,0.06818181818181818,positive
607,f covid vaccination update day n n f aunion health minister congratulates health care workers people,0.0,neutral
608,panchayat near chennai offering ml full cream milk aavin energy drink vaccinate,0.22499999999999998,positive
609,f bregional assamese morning news n f hours f f f covid n n covid e d d f c d c d,0.0,neutral
610,pincode ncovishield dose slots n nage ages ndate sep nfees nsai thung,0.0,neutral
611,pincode ncovishield dose slots n nage ages ndate sep nfees nsai thung,0.0,neutral
612,pincode ncovishield dose slots n nage ages ndate sep nfees nblossom,0.0,neutral
613,pincode ncovishield dose slots n nage ages ndate sep nfees nblossom,0.0,neutral
614,free n npincode ncova n dose slots n nage ages,0.4,positive
615,free n npincode ncova n dose slots n nage ages,0.4,positive
616,indiafightscorona n n f f cleanliness n f f vaccination n f f strictness nwill help win fight covid,0.8,positive
617,breaking news india reports new covid cases deaths last hrs covid india,0.06818181818181818,positive
618,indiafightscorona n n f d d d c d d d c d amp d d e d f d d d d d d d d c d d d c d d d d d c d d f d d f f n n c fever n c dry cough n c weakness n c loss taste smell n c bod,-0.06666666666666665,negative
619,covid world f c echart n nworld f c dtotal ncases ndeath f n f nation n n f d f f n n u,0.0,neutral
620,improvement covid situation state odishagovernment decided start physica,0.0,neutral
621,bangla sahi gurdwara delhi shut visitors violation covid protocols delhi banglasahibgurdwara,0.0,neutral
622,world f c d covid vaccination update n ntotal doses n n f d f f n nchina f f nindia f e f,0.0,neutral
623,total samples tested covid th september samples,0.0,neutral
624,covid f e f update n ntotal n ncases nactive nrecoveries n f ntest,0.0,neutral
625,pincode ncova n dose slots n nage ages ndate sep nfees nvivekananda,0.0,neutral
626,pincode ncova n dose slots n nage ages ndate sep nfees napoorva hos,0.0,neutral
627,pincode ncova n dose slots n nage ages ndate sep nfees napoorva hos,0.0,neutral
628,pincode ncova n dose slots n nage ages ndate sep nfees naayug multi,0.0,neutral
629,pincode ncova n dose slots n nage ages ndate sep nfees naayug multi,0.0,neutral
630,total samples tested covid th september samples,0.0,neutral
631,desi sourpusses paid publicists foreign vaccines home abroad telling us badly india,-0.4124999999999999,negative
632,indiafightscorona n n f f cleanliness n f f vaccination n f f strictness nwill help win fight covid,0.8,positive
633,ipl fans allowed entry sharjahstadium pcr covid report needed dubai,0.0,neutral
634,x covid care home packages n naffordable packages tailored help recover safety comfort,0.0,neutral
635,indiafightscorona n n f f cleanliness n f f vaccination n f f strictness nwill help win fight covid,0.8,positive
636,pincode ncovishield dose slots n nage ages ndate sep nfees napoorva h,0.0,neutral
637,pincode ncovishield dose slots n nage ages ndate sep nfees napoorva h,0.0,neutral
638,sept covid snapshot n f new cases deaths amp l tests y day n f day average tpr n f l activ,-0.0068181818181818205,negative
639,covid breached ipl bubble multiple players tested positive tournament,0.11363636363636363,positive
640,new zealand reports new cases covid indiablooms first portal digital news management,0.13068181818181818,positive
641,covid live updates kerala reopen schools uk eases travel rule n ncatch live updates,0.13636363636363635,positive
642,ipl covid guidelines fans allowed entry sharjah stadium pcr coronavirus report needed,0.0,neutral
643,false pfizer big gap moderna vaccines preventing covid hospitalizations pittsburgh postgazetteu,-0.20000000000000004,negative
644,post covid harming people different ways mental physical nfor information contact us via info,-0.03333333333333333,negative
645,pincode ncovishield dose slots n nage ages ndate sep nfees nprashant,0.0,neutral
646,pincode ncovishield dose slots n nage ages ndate sep nfees nprashant,0.0,neutral
647,nagaland new cases pushed nagaland s covid tally one fresh fatality took death toll t,0.21818181818181817,positive
648,staying home full time boring upsetting especially children young people n nif wondering,-0.1375,negative
649,pincode ncovishield dose slots n nage ages ndate sep nfees nessentia,0.0,neutral
650,pincode ncovishield dose slots n nage ages ndate sep nfees nessentia,0.0,neutral
651,pincode ncovishield dose slots n nage ages ndate sep nfees naster rv,0.0,neutral
652,pincode ncovishield dose slots n nage ages ndate sep nfees naster rv,0.0,neutral
653,pincode ncovishield dose slots n nage ages ndate sep nfees nlondon ca,0.0,neutral
654,pincode ncovishield dose slots n nage ages ndate sep nfees nlondon ca,0.0,neutral
655,significant study show two separate lineages two spillove,0.375,positive
656,ipl fans allowed entry sharjah stadium pcr covid report needed dubai,0.0,neutral
657,chinese mainland reports new locally transmitted covid cases indiablooms first portal digital news man,0.07727272727272727,positive
658,relationships world may limping back new normal fear covid still looms large,0.12516233766233767,positive
659,pincode ncova n dose slots n nage ages ndate sep nfees nmiracle hea,0.0,neutral
660,pincode ncova n dose slots n nage ages ndate sep nfees nmiracle hea,0.0,neutral
661,pincode ncovishield dose slots n nage ages ndate sep nfees nmiracle h,0.0,neutral
662,pincode ncovishield dose slots n nage ages ndate sep nfees nmiracle h,0.0,neutral
663,day covid vaccination report india abc live india n,0.13636363636363635,positive
664,day covid report india abc live india n n e,0.13636363636363635,positive
665,nagaland recording covid death rate highest among northeastern states translates t,0.0,neutral
666,pincode ncova n dose slots n nage ages ndate sep nfees nmiracle hel,0.0,neutral
667,pincode ncova n dose slots n nage ages ndate sep nfees nmiracle hel,0.0,neutral
668,pincode nsputnik v dose slots n nage ages ndate sep nfees nmiracle h,0.0,neutral
669,pincode ncovishield dose slots n nage ages ndate sep nfees nmiracle h,0.0,neutral
670,pincode ncovishield dose slots n nage ages ndate sep nfees nmiracle h,0.0,neutral
671,nfull paper link algorithm infographics management covid decompensate,0.0,neutral
672,need treatment covid orthere reason admission l cancer treatment etc,0.0,neutral
673,india s covid vaccination coverage crossed crore lakh vaccine doses administered sa,0.0,neutral
674,pincode ncova n dose slots n nage ages ndate sep nfees nmiracle hea,0.0,neutral
675,pincode ncova n dose slots n nage ages ndate sep nfees nmiracle hea,0.0,neutral
676,pincode ncovishield dose slots n nage ages ndate sep nfees nmiracle h,0.0,neutral
677,pincode ncovishield dose slots n nage ages ndate sep nfees nmiracle h,0.0,neutral
678,dimapur district administration today handed ex gratia rs lakhs family members frontline w,0.0,neutral
679,pincode nsputnik v dose slots n nage ages ndate sep nfees nmiracle h,0.0,neutral
680,new age civil space e loration wonder living era hostels leo gravity earth n covid,0.13636363636363635,positive
681,pincode nsputnik v dose slots n nage ages ndate sep nfees nmiracle h,0.0,neutral
682,pincode ncova n dose slots n nage ages ndate sep nfees nmiracle hea,0.0,neutral
683,pincode ncova n dose slots n nage ages ndate sep nfees nmiracle hea,0.0,neutral
684,pincode ncovishield dose slots n nage ages ndate sep nfees nmiracle h,0.0,neutral
685,pincode ncovishield dose slots n nage ages ndate sep nfees nmiracle h,0.0,neutral
686,god given man hunger sorrow man never understood significance sundaymotivation,0.0,neutral
687,meet dr vityala yethindra prolific medical researcher e mple change n n doctor,0.0,neutral
688,covid immunity passports may violate us law,0.0,neutral
689,pincode ncovishield dose slots n nage ages ndate sep nfees nuvin care,0.0,neutral
690,pincode ncovishield dose slots n nage ages ndate sep nfees nartyem ho,0.0,neutral
691,pincode ncovishield dose slots n nage ages ndate sep nfees nartyem ho,0.0,neutral
692,pincode ncovishield dose slots n nage ages ndate sep nfees ndigvish h,0.0,neutral
693,pincode ncovishield dose slots n nage ages ndate sep nfees ndigvish h,0.0,neutral
694,pincode ncova n dose slots n nage ages ndate sep nfees ndigvish hos,0.0,neutral
695,pincode ncova n dose slots n nage ages ndate sep nfees ndigvish hos,0.0,neutral
696,malshini senaratne writes seychelles taken proactive legislative steps ensure pandemic,0.0,neutral
697,covid mizoram reports fresh infections deaths active cases,0.08333333333333333,positive
698,slovenian authorities chose close schools pandemic businesses simply,0.0,neutral
699,india set world record vaccination covid approval cova n administered yet c,0.0,neutral
700,india covid updates n ncases ndeaths nrecovered n ntotal cases ntotal deaths ntota,0.0,neutral
701,real fears potential third wave n nwhat make situation pandemic abates virus,0.06666666666666667,positive
702,must first realise sabanaqvi journalist mis information read lines immuni,0.25,positive
703,lakh covid vaccine doses administered india today record cr vaccinations t,0.0,neutral
704,fight corona vr available n ue unrealengine indiedev gamer indiegamedev indiegames,0.4,positive
705,first train journey covid s years newnormal,0.25,positive
706,icymi covid outbreak line attack centralvistaproject shifted project,0.0,neutral
707,amp n islands covid vaccination update n n f doses administered till date n nist dose niind dose,0.0,neutral
708,e anding access covid vaccines confronting rising dangers climate change will dominate week lon,0.0,neutral
709,amp n islands covid update n n new cases airport arrival n n discharged n active cases,0.001515151515151511,positive
710,covid vaccination numbers dropping sharply due awareness vaccinedeaths govts forced,-0.21250000000000002,negative
711,global economy still feeling weight covid complicating recovery efforts sparking inf,0.0,neutral
712,covid doctors nurses healthcare professionals scientists etc pushing vaccinemadness genocidal,0.0,neutral
713,super proud hear tell incredible story colleague emmanuel vanoli used fluid simulation,0.5083333333333333,positive
714,australian bureau statistics shows sliding trend jobs australia led pandemic august,0.0,neutral
715,covid global genocidal maniacs form preventive curative treatment beginning,0.0,neutral
716,covid dear police army bound follow illegal orders following masks,-0.25,negative
717,covid dear police army bound follow illegal orders following masks,-0.25,negative
718,sir help us contribute economy boost future talented engineer whole year pa,0.3,positive
719,sir help us contribute economy boost future talented engineer whole year pas,0.3,positive
720,sir help us contribute economy boost future talented engineer whole year pa,0.3,positive
721,one nurses coronawarriors nominated member rajya sabha council sta,0.0,neutral
722,indonesian government will reopen resort island bali international visitors october amid constan,0.0,neutral
723,covid army police personnel implementing illegal orders must follow constitution protect,-0.5,negative
724,covid pandemic disrupted lives livelihoods series essays edited suri delves,0.0,neutral
725,former prime minister mauritius navinchandra ramgoolam saturday shifted private ward aiims,0.0,neutral
726,pax demand return pre covid levels yrs may look following indo pacific routes fr,0.0,neutral
727,prior pandemic children already victims violence abuse climatechange impacts covid,0.0,neutral
728,longitudinal trends bmi covid restrictions among ages years,0.0,neutral
729,pure tenderness npure fondness npure happiness npure loveness npure brotherliness npoems,0.45714285714285713,positive
730,pandemic e cerbated income digital divide brazil particularly amongst children youth,0.08333333333333333,positive
731,reopening schools india must follow one size fits model based conte,0.0,neutral
732,covid army police personnel currently implementing illegal orders required follow constitu,-0.25,negative
733,india getting vaccinated night stats real cowin,0.2,positive
734,bhavani rv prolonged period school closure amp restrained group e hange interaction amp play due t,-0.125,negative
735,looming threat pandemic million children globally missed routine immunisation,0.0,neutral
736,fate children seen secondary needs adults material non material needs,-0.3,negative
737,india reported new covid cases,0.13636363636363635,positive
738,covid dear police army personnel bound follow illegal orders currently,-0.25,negative
739,maharashtra reported new covid cases,0.13636363636363635,positive
740,sgh point according hell highlight others community person e ept hi,0.0,neutral
741,mumbai reported new covid cases,0.13636363636363635,positive
742,assam reports new covid cases,0.13636363636363635,positive
743,figures vaccination pure lies covid cases even people vaccinated govt lies m,0.21428571428571427,positive
744,great welcome third wave coronavirus nban diwali ban temples nbut conduct,0.5333333333333333,positive
745,pincode ncova n dose slots n nage ndate sep nfees nrainbow childrens hebbal c,0.0,neutral
746,pincode ncova n dose slots n nage ndate sep nfees nrainbow childrens hebbal,0.0,neutral
747,pincode ncovishield dose slots n nage ages ndate sep nfees nkanva dia,0.0,neutral
748,pincode ncova n dose slots n nage ages ndate sep nfees nrakshobhya,0.0,neutral
749,pincode ncova n dose slots n nage ages ndate sep nfees nrakshobhya,0.0,neutral
750,pincode ncovishield dose slots n nage ages ndate sep nfees nd m pol,0.0,neutral
751,pincode ncovishield dose slots n nage ages ndate sep nfees nd m pol,0.0,neutral
752,pincode ncova n dose slots n nage ages ndate sep nfees nr x samanv,0.0,neutral
753,pincode ncova n dose slots n nage ages ndate sep nfees nr x samanv,0.0,neutral
754,pincode ncovishield dose slots n nage ages ndate sep nfees nsantosh h,0.0,neutral
755,pincode ncovishield dose slots n nage ages ndate sep nfees nsantosh h,0.0,neutral
756,pincode ncovishield dose slots n nage ages ndate sep nfees nmallige,0.0,neutral
757,pincode ncovishield dose slots n nage ages ndate sep nfees nmallige,0.0,neutral
758,pincode ncovishield dose slots n nage ages ndate sep nfees nr x sidd,0.0,neutral
759,pincode ncovishield dose slots n nage ages ndate sep nfees nr x sid,0.0,neutral
760,pincode ncova n dose slots n nage ages ndate sep nfees nr x siddap,0.0,neutral
761,pincode ncova n dose slots n nage ages ndate sep nfees nr x siddap,0.0,neutral
762,pincode ncovishield dose slots n nage ndate sep nfees ncloudnine hospital kids,0.0,neutral
763,pincode ncovishield dose slots n nage ndate sep nfees ncloudnine hospital kids,0.0,neutral
764,pincode ncova n dose slots n nage ages ndate sep nfees nsparsh hos,0.0,neutral
765,pincode ncova n dose slots n nage ages ndate sep nfees nsparsh hos,0.0,neutral
766,pincode ncovishield dose slots n nage ages ndate sep nfees nsparsh h,0.0,neutral
767,pincode ncovishield dose slots n nage ages ndate sep nfees nsparsh h,0.0,neutral
768,pincode ncova n dose slots n nage ages ndate sep nfees ncare cu,0.0,neutral
769,unfortunately working unethically n nounethicalvaccine n covid,-0.5,negative
770,pincode ncova n dose slots n nage ages ndate sep nfees ncare cu,0.0,neutral
771,pincode ncovishield dose slots n nage ages ndate sep nfees ncare,0.0,neutral
772,pincode ncovishield dose slots n nage ages ndate sep nfees ncare,0.0,neutral
773,pincode ncova n dose slots n nage ages ndate sep nfees napollo cli,0.0,neutral
774,pincode ncova n dose slots n nage ages ndate sep nfees napollo cli,0.0,neutral
775,pincode ncovishield dose slots n nage ages ndate sep nfees napollo c,0.0,neutral
776,pincode ncovishield dose slots n nage ages ndate sep nfees napollo c,0.0,neutral
777,pincode ncova n dose slots n nage ages ndate sep nfees nmaharaja agr,0.0,neutral
778,pincode ncova n dose slots n nage ages ndate sep nfees nmaharaja agr,0.0,neutral
779,pincode ncovishield dose slots n nage ages ndate sep nfees nr x bell,0.0,neutral
780,pincode ncovishield dose slots n nage ages ndate sep nfees nr x bel,0.0,neutral
781,pincode ncova n dose slots n nage ages ndate sep nfees nr x bellan,0.0,neutral
782,pincode ncova n dose slots n nage ages ndate sep nfees nr x bella,0.0,neutral
783,pincode ncovishield dose slots n nage ages ndate sep nfees nnu hospit,0.0,neutral
784,pincode ncovishield dose slots n nage ages ndate sep nfees nnu hospi,0.0,neutral
785,pincode nsputnik v dose slots n nage ages ndate sep nfees nnu hospit,0.0,neutral
786,pincode ncova n dose slots n nage ages ndate sep nfees nnu hospital,0.0,neutral
787,pincode ncova n dose slots n nage ages ndate sep nfees nnu hospita,0.0,neutral
788,pincode ncovishield dose slots n nage ages ndate sep nfees ndr rajesh,0.0,neutral
789,pincode ncovishield dose slots n nage ages ndate sep nfees ndr rajesh,0.0,neutral
790,pincode ncova n dose slots n nage ages ndate sep nfees ndr rajesh h,0.0,neutral
791,pincode ncovishield dose slots n nage ages ndate sep nfees nst marth,0.0,neutral
792,pincode ncovishield dose slots n nage ages ndate sep nfees nst marth,0.0,neutral
793,pincode ncovishield dose slots n nage ages ndate sep nfees nrajshekar,0.0,neutral
794,pincode ncovishield dose slots n nage ages ndate sep nfees nrajshekar,0.0,neutral
795,pincode ncova n dose slots n nage ages ndate sep nfees napple hosp,0.0,neutral
796,pincode ncova n dose slots n nage ages ndate sep nfees napple hospi,0.0,neutral
797,pincode ncovishield dose slots n nage ages ndate sep nfees n healt,0.0,neutral
798,pincode ncovishield dose slots n nage ages ndate sep nfees nshobha ho,0.0,neutral
799,pincode ncovishield dose slots n nage ages ndate sep nfees nshobha ho,0.0,neutral
800,pincode ncovishield dose slots n nage ages ndate sep nfees nlakshmi,0.0,neutral
801,pincode ncovishield dose slots n nage ages ndate sep nfees nlakshmi,0.0,neutral
802,free n npincode ncovishield dose slots n nage,0.4,positive
803,free n npincode ncovishield dose slots n nage,0.4,positive
804,pincode ncova n dose slots n nage ages ndate sep nfees naarthi scan,0.0,neutral
805,pincode ncova n dose slots n nage ages ndate sep nfees naarthi scan,0.0,neutral
806,pincode ncova n dose slots n nage ages ndate sep nfees nmilann hosp,0.0,neutral
807,pincode ncova n dose slots n nage ages ndate sep nfees nmilann hosp,0.0,neutral
808,pincode ncovishield dose slots n nage ages ndate sep nfees nmilann ho,0.0,neutral
809,pincode ncovishield dose slots n nage ages ndate sep nfees nmilann ho,0.0,neutral
810,pincode ncovishield dose slots n nage ndate sep nfees nrainbow royal meenakshi,0.0,neutral
811,pincode ncovishield dose slots n nage ndate sep nfees nrainbow royal meenakshi,0.0,neutral
812,pincode ncova n dose slots n nage ages ndate sep nfees naarthi scan,0.0,neutral
813,pincode ncova n dose slots n nage ages ndate sep nfees naarthi scan,0.0,neutral
814,pincode ncovishield dose slots n nage ages ndate sep nfees napollo h,0.0,neutral
815,pincode ncovishield dose slots n nage ages ndate sep nfees napollo ho,0.0,neutral
816,pincode ncovishield dose slots n nage ages ndate sep nfees ndev healt,0.0,neutral
817,pincode ncovishield dose slots n nage ages ndate sep nfees ndev healt,0.0,neutral
818,pincode nsputnik v dose slots n nage ages ndate sep nfees naddresshe,0.0,neutral
819,pincode nsputnik v dose slots n nage ages ndate sep nfees naddresshe,0.0,neutral
820,pincode ncovishield dose slots n nage ages ndate sep nfees ntotal,0.0,neutral
821,pincode ncovishield dose slots n nage ages ndate sep nfees ntotal,0.0,neutral
822,pincode ncovishield dose slots n nage ages ndate sep nfees nlife care,0.0,neutral
823,pincode ncovishield dose slots n nage ages ndate sep nfees nlife care,0.0,neutral
824,free n npincode ncova n dose slots n nage ages,0.4,positive
825,free n npincode ncova n dose slots n nage ages,0.4,positive
826,pincode ncova n dose slots n nage ages ndate sep nfees naarthi scan,0.0,neutral
827,pincode ncova n dose slots n nage ages ndate sep nfees naarthi scan,0.0,neutral
828,pincode ncovishield dose slots n nage ages ndate sep nfees nsri krish,0.0,neutral
829,pincode ncovishield dose slots n nage ages ndate sep nfees nsri krish,0.0,neutral
830,pincode ncovishield dose slots n nage ages ndate sep nfees nhealing h,0.0,neutral
831,pincode ncovishield dose slots n nage ages ndate sep nfees nhealing,0.0,neutral
832,pincode ncovishield dose slots n nage ages ndate sep nfees nadd sc,0.0,neutral
833,pincode ncovishield dose slots n nage ages ndate sep nfees nadd sc,0.0,neutral
834,pincode ncova n dose slots n nage ages ndate sep nfees nadd scan,0.0,neutral
835,pincode ncova n dose slots n nage ages ndate sep nfees npan nagarbh,0.0,neutral
836,pincode ncova n dose slots n nage ages ndate sep nfees npan nagar,0.0,neutral
837,pincode ncovishield dose slots n nage ndate sep nfees nmilann hospital kumara p,0.0,neutral
838,pincode ncovishield dose slots n nage ages ndate sep nfees ncyte care,0.0,neutral
839,pincode ncovishield dose slots n nage ages ndate sep nfees ncyte care,0.0,neutral
840,pincode ncovishield dose slots n nage ages ndate sep nfees nspandana,0.0,neutral
841,pincode ncovishield dose slots n nage ages ndate sep nfees nspandana,0.0,neutral
842,pincode ncovishield dose slots n nage ages ndate sep nfees nr x whi,0.0,neutral
843,pincode ncovishield dose slots n nage ages ndate sep nfees nr x whi,0.0,neutral
844,pincode ncova n dose slots n nage ages ndate sep nfees nr x white,0.0,neutral
845,pincode ncova n dose slots n nage ages ndate sep nfees nr x white,0.0,neutral
846,pincode ncova n dose slots n nage ages ndate sep nfees nspurthy hos,0.0,neutral
847,pincode ncovishield dose slots n nage ages ndate sep nfees ndr ayyap,0.0,neutral
848,pincode ncovishield dose slots n nage ages ndate sep nfees ndr ayyap,0.0,neutral
849,pincode nsputnik v dose slots n nage ages ndate sep nfees ndr ayyap,0.0,neutral
850,pincode ncova n dose slots n nage ages ndate sep nfees ndr ayyappas,0.0,neutral
851,pincode ncova n dose slots n nage ages ndate sep nfees ndr ayyappas,0.0,neutral
852,pincode ncovishield dose slots n nage ages ndate sep nfees nmedihope,0.0,neutral
853,pincode ncovishield dose slots n nage ages ndate sep nfees nbharathi,0.0,neutral
854,pincode ncovishield dose slots n nage ages ndate sep nfees nmedihope,0.0,neutral
855,pincode ncova n dose slots n nage ages ndate sep nfees nmedihope ho,0.0,neutral
856,pincode ncova n dose slots n nage ages ndate sep nfees nmedihope ho,0.0,neutral
857,pincode ncovishield dose slots n nage ndate sep nfees nsuguna hospital west,0.0,neutral
858,pincode ncovishield dose slots n nage ndate sep nfees nsuguna hospital west,0.0,neutral
859,pincode ncova n dose slots n nage ndate sep nfees nsuguna hospital west b,0.0,neutral
860,pincode ncova n dose slots n nage ndate sep nfees nsuguna hospital west b,0.0,neutral
861,pincode ncova n dose slots n nage ages ndate sep nfees nmilann hosp,0.0,neutral
862,pincode ncovishield dose slots n nage ages ndate sep nfees nmilann ho,0.0,neutral
863,pincode ncovishield dose slots n nage ages ndate sep nfees nmilann ho,0.0,neutral
864,pincode ncovishield dose slots n nage ages ndate sep nfees nmotherho,0.0,neutral
865,pincode ncovishield dose slots n nage ages ndate sep nfees nmotherho,0.0,neutral
866,pincode ncovishield dose slots n nage ages ndate sep nfees napollo cl,0.0,neutral
867,days left submit shorts films comedy drama animation horror documentary webseries,0.0,neutral
868,pincode ncovishield dose slots n nage ages ndate sep nfees napollo cl,0.0,neutral
869,pincode ncova n dose slots n nage ages ndate sep nfees napollo clin,0.0,neutral
870,pincode ncova n dose slots n nage ages ndate sep nfees napollo clin,0.0,neutral
871,pincode ncovishield dose slots n nage ages ndate sep nfees nunity lif,0.0,neutral
872,pincode ncovishield dose slots n nage ages ndate sep nfees nunity li,0.0,neutral
873,pincode ncova n dose slots n nage ages ndate sep nfees napollo jay,0.0,neutral
874,pincode ncova n dose slots n nage ages ndate sep nfees napollo jay,0.0,neutral
875,pincode ncovishield dose slots n nage ages ndate sep nfees napollo ho,0.0,neutral
876,pincode ncovishield dose slots n nage ages ndate sep nfees napollo h,0.0,neutral
877,pincode ncova n dose slots n nage ages ndate sep nfees nez aarthi s,0.0,neutral
878,pincode ncova n dose slots n nage ages ndate sep nfees nez aarthi s,0.0,neutral
879,covid stupid politicians draconian policies lockdown masks vaccinepassports etc responsi,-0.7999999999999999,negative
880,pincode ncovishield dose slots n nage ages ndate sep nfees nbharathi,0.0,neutral
881,covid will maharashtra govt impose e ra curbs ganpatifestival s rajeshtope says n,0.0,neutral
882,covid patients hospitals vaccinated ones delta cases vaccination cases doctors ho,0.0,neutral
883,covid u s falling lowest vaccination rates world s wealthiest democracies due awakenin,-0.125,negative
884,covid despite govt lies media propaganda indians rejected vaccinemadness lowered,-0.1,negative
885,got vaccinated covid doses administered,0.0,neutral
886,message heaven cplease stay home d tomorrow covid ganpatibappamorya,0.0,neutral
887,drsanjeevkakoti e ellent doctor well present infected covid shifted pray,0.0,neutral
888,fight corona vr available n ue unrealengine indiedev gamer indiegamedev indiegames,0.4,positive
889,assam assam logs new covid cases deaths n covid assamcovidupdate n n assam mahanta,0.13636363636363635,positive
890,o fy successfully delivered con o gen recover o gen deficiency highest feet,0.75,positive
891,mobile medical services first wave pandemic underprivileged sections society across rural,0.08333333333333333,positive
892,us e erts panel rejects biden govt s plan covid vaccine booster doses n nthank god hundreds thousands o,0.0,neutral
893,long time comprehensive thread covidvaccine situation make,-0.05,negative
894,covidfactcheck increased consumption kadha prevent cure covid serious side effects,-0.3333333333333333,negative
895,today done first dose vaccine happy first dose cova n covid firstdose f f d f f f f f f th,0.43333333333333335,positive
896,s entire country australia s vaccinated one day wish people celebrated kind,0.31666666666666665,positive
897,gonna something wrong n covid,-0.5,negative
898,sikkim sikkim government issued directives cur spread covid state effect sep,0.0,neutral
899,assamcovidupdate n nmedia bulletin covid assam actions taken,0.0,neutral
900,national india s covid vaccination coverage crosses crore n covid vaccinationdrive covidindia,0.0,neutral
901,anand mahindra lauded india s robust vaccination pace india created world record administering,0.0,neutral
902,let s hope world becomes safer place innocent children go back normalcy,0.25,positive
903,centre ask states boost health infra nmore read,0.0,neutral
904,airlines operate pre covid domestic flights n airlines covid coronavirus flights,0.0,neutral
905,mega savings essentials upto n nread ipl covid,0.0,neutral
906,joebiden already seen public approval numbers trend downward covid pandemic deepened,0.0,neutral
907,srilanka s health minister keheliya rambukwella said nationwide quarantine curfew came effect late augus,-0.3,negative
908,living unprecedented times okay feel confused due speculations rumors around,0.14375000000000002,positive
909,fibromyalgia prominent feature post acute covid syndrome spectrum obesity male gender synergist,0.3666666666666667,positive
910,centre allows flights operate pc pre covid capacity eases fare rules indiablooms first por,0.25,positive
911,sep uttarakhand covid update,0.0,neutral
912,imrankhan new zealand pakvsnew newzealand bom iphone qatar pla ccp covid sentionpakistan pti,0.13636363636363635,positive
913,office principal scientific adviser goi thanks technical partnership,0.1,positive
914,pincode ncovishield dose slots n nage ndate sep nfees nunited hospital jayanag,0.0,neutral
915,pincode ncovishield dose slots n nage ndate sep nfees nunited hospital jayana,0.0,neutral
916,pincode ncova n dose slots n nage ndate sep nfees nunited hospital jayanagar,0.0,neutral
917,pincode ncova n dose slots n nage ndate sep nfees nunited hospital jayanaga,0.0,neutral
918,recent survey employers admitted covid pandemic negatively affected behavioural h,-0.15,negative
919,mr astrologer discuss covid,0.0,neutral
920,people testing positive covid india s overall infection tally increased,0.11363636363636363,positive
921,f c pi s daily bulletin covid n ndetails india guwahati,0.0,neutral
922,prime minister saturday said unforgettable emotional moment cro,0.4,positive
923,kerala reopen schools classes th th nov details n n covid coronavirus n,0.0,neutral
924,f world week weekly round top stories week n npresented n,0.15,positive
925,reached mark crore jabs days go month target crore jabs end,0.0,neutral
926,vaccination right birthday gift n n modibirthday n covid,0.2857142857142857,positive
927,details covid status diff parts karnataka,0.0,neutral
928,assam district corona update n e c f e e update n th september n breakingnews,0.0,neutral
929,pincode ncova n dose slots n nage ages ndate sep nfees nmanipal wh,0.0,neutral
930,pincode ncova n dose slots n nage ages ndate sep nfees nmanipal whi,0.0,neutral
931,f covid vaccination update day n n f aunion health minister congratulates health care workers people,0.0,neutral
932,covid updates chhattisgarh reported new cases saturday active cases now zero death recorded today,0.001515151515151511,positive
933,pincode ncovishield dose slots n nage ages ndate sep nfees nmanipal,0.0,neutral
934,pincode ncovishield dose slots n nage ages ndate sep nfees nmanipal h,0.0,neutral
935,fight corona vr available n ue unrealengine indiedev gamer indiegamedev indiegames,0.4,positive
936,cr covid vaccine doses administered landmark crossed india today n largestvaccinedrive dynamic lea,0.0,neutral
937,pincode ncovishield dose slots n nage ages ndate sep nfees nmanipal,0.0,neutral
938,pincode ncovishield dose slots n nage ages ndate sep nfees nmanipal,0.0,neutral
939,pincode ncovishield dose slots n nage ages ndate sep nfees nmanipal,0.0,neutral
940,pincode ncovishield dose slots n nage ages ndate sep nfees nmanipal,0.0,neutral
941,pincode ncovishield dose slots n nage ages ndate sep nfees nmanipal,0.0,neutral
942,pincode ncovishield dose slots n nage ages ndate sep nfees nmga hosp,0.0,neutral
943,pincode ncovishield dose slots n nage ages ndate sep nfees nmga hospi,0.0,neutral
944,malshini senaratne writes seychelles taken proactive legislative steps ensure pandemic,0.0,neutral
945,th sep summary bengaluru covid per n ntests c f f f ndaily positive c f f f d f f ndeaths f f f f npos,0.22727272727272727,positive
946,addressed american tamil medical association s atma th biannual convention virtual highlighted need,0.0,neutral
947,use blended learning model adjustment holiday schedules important steps undertaken,0.4,positive
948,panvel municipal corporation n n th september covid report n nnew cases nrecovered ndeath n ntotal cases,0.0,neutral
949,new cases coronavirus mumbai friday september n n covid n,0.13636363636363635,positive
